time,depth
16:36:00 06-Jan-2000,191.2
16:37:00 06-Jan-2000,188.2
16:38:00 06-Jan-2000,191
16:39:00 06-Jan-2000,196
16:40:00 06-Jan-2000,195.1
16:41:00 06-Jan-2000,199.5
16:42:00 06-Jan-2000,192.2
16:43:00 06-Jan-2000,199.1
16:44:00 06-Jan-2000,193.3
16:45:00 06-Jan-2000,196.4
16:46:00 06-Jan-2000,183.6
16:47:00 06-Jan-2000,187.8
16:48:00 06-Jan-2000,195.2
16:49:00 06-Jan-2000,193.3
16:50:00 06-Jan-2000,193.5
16:51:00 06-Jan-2000,186.5
16:52:00 06-Jan-2000,189.5
16:53:00 06-Jan-2000,191.2
16:54:00 06-Jan-2000,189.2
16:55:00 06-Jan-2000,191.1
16:56:00 06-Jan-2000,188.4
16:57:00 06-Jan-2000,199.5
16:58:00 06-Jan-2000,186.4
16:59:00 06-Jan-2000,193.5
17:00:00 06-Jan-2000,189
17:01:00 06-Jan-2000,185.7
17:02:00 06-Jan-2000,189.7
17:03:00 06-Jan-2000,192.8
17:04:00 06-Jan-2000,188
17:05:00 06-Jan-2000,190.4
17:06:00 06-Jan-2000,176.1
17:07:00 06-Jan-2000,183
17:08:00 06-Jan-2000,194.7
17:09:00 06-Jan-2000,182.7
17:10:00 06-Jan-2000,196.8
17:11:00 06-Jan-2000,194.4
17:12:00 06-Jan-2000,196.9
17:13:00 06-Jan-2000,195.8
17:14:00 06-Jan-2000,172.8
17:15:00 06-Jan-2000,193.9
17:16:00 06-Jan-2000,189.8
17:17:00 06-Jan-2000,183.9
17:18:00 06-Jan-2000,188.4
17:19:00 06-Jan-2000,196.6
17:20:00 06-Jan-2000,188.9
17:21:00 06-Jan-2000,191.8
17:22:00 06-Jan-2000,176.4
17:23:00 06-Jan-2000,187
17:24:00 06-Jan-2000,185.2
17:25:00 06-Jan-2000,185.3
17:26:00 06-Jan-2000,193.6
17:27:00 06-Jan-2000,190.6
17:28:00 06-Jan-2000,188.8
17:29:00 06-Jan-2000,186
17:30:00 06-Jan-2000,192.8
17:31:00 06-Jan-2000,189
17:32:00 06-Jan-2000,189.2
17:33:00 06-Jan-2000,184.9
17:34:00 06-Jan-2000,187.4
17:35:00 06-Jan-2000,182.3
17:36:00 06-Jan-2000,191
17:37:00 06-Jan-2000,184.4
17:38:00 06-Jan-2000,185
17:39:00 06-Jan-2000,181.6
17:40:00 06-Jan-2000,189.1
17:41:00 06-Jan-2000,189.3
17:42:00 06-Jan-2000,192.2
17:43:00 06-Jan-2000,189.5
17:44:00 06-Jan-2000,177.1
17:45:00 06-Jan-2000,189
17:46:00 06-Jan-2000,186.6
17:47:00 06-Jan-2000,194.8
17:48:00 06-Jan-2000,186.6
17:49:00 06-Jan-2000,193.4
17:50:00 06-Jan-2000,183.7
17:51:00 06-Jan-2000,180.2
17:52:00 06-Jan-2000,181.3
17:53:00 06-Jan-2000,190.4
17:54:00 06-Jan-2000,182
17:55:00 06-Jan-2000,185.6
17:56:00 06-Jan-2000,182.1
17:57:00 06-Jan-2000,182
17:58:00 06-Jan-2000,185.4
17:59:00 06-Jan-2000,180.6
18:00:00 06-Jan-2000,15.6
18:01:00 06-Jan-2000,17.9
18:02:00 06-Jan-2000,10.1
18:03:00 06-Jan-2000,11.7
18:04:00 06-Jan-2000,12.2
18:05:00 06-Jan-2000,11.1
18:06:00 06-Jan-2000,17.9
18:07:00 06-Jan-2000,16.4
18:08:00 06-Jan-2000,10.7
18:09:00 06-Jan-2000,13
18:10:00 06-Jan-2000,10.6
18:11:00 06-Jan-2000,11.8
18:12:00 06-Jan-2000,15.1
18:13:00 06-Jan-2000,11.7
18:14:00 06-Jan-2000,19.9
18:15:00 06-Jan-2000,10.6
18:16:00 06-Jan-2000,8.8
18:17:00 06-Jan-2000,12.4
18:18:00 06-Jan-2000,8.6
18:19:00 06-Jan-2000,9.2
18:20:00 06-Jan-2000,10.1
18:21:00 06-Jan-2000,5.7
18:22:00 06-Jan-2000,5.3
18:23:00 06-Jan-2000,11.8
18:24:00 06-Jan-2000,15.1
18:25:00 06-Jan-2000,24.1
18:26:00 06-Jan-2000,6.8
18:27:00 06-Jan-2000,8
18:28:00 06-Jan-2000,13
18:29:00 06-Jan-2000,18.4
18:30:00 06-Jan-2000,12.9
18:31:00 06-Jan-2000,13.3
18:32:00 06-Jan-2000,9.4
18:33:00 06-Jan-2000,12.7
18:34:00 06-Jan-2000,5.2
18:35:00 06-Jan-2000,11.7
18:36:00 06-Jan-2000,7.8
18:37:00 06-Jan-2000,3.8
18:38:00 06-Jan-2000,15
18:39:00 06-Jan-2000,7.3
18:40:00 06-Jan-2000,17.7
18:41:00 06-Jan-2000,8.9
18:42:00 06-Jan-2000,13
18:43:00 06-Jan-2000,4.6
18:44:00 06-Jan-2000,3.5
18:45:00 06-Jan-2000,1.5
18:46:00 06-Jan-2000,20.9
18:47:00 06-Jan-2000,12.3
18:48:00 06-Jan-2000,13
18:49:00 06-Jan-2000,19.2
18:50:00 06-Jan-2000,15.8
18:51:00 06-Jan-2000,12.8
18:52:00 06-Jan-2000,14.1
18:53:00 06-Jan-2000,8.1
18:54:00 06-Jan-2000,8.4
18:55:00 06-Jan-2000,7.4
18:56:00 06-Jan-2000,12.4
18:57:00 06-Jan-2000,12.6
18:58:00 06-Jan-2000,7.8
18:59:00 06-Jan-2000,13.5
19:00:00 06-Jan-2000,13.8
19:01:00 06-Jan-2000,19.1
19:02:00 06-Jan-2000,17
19:03:00 06-Jan-2000,19.3
19:04:00 06-Jan-2000,18.5
19:05:00 06-Jan-2000,11.7
19:06:00 06-Jan-2000,11.5
19:07:00 06-Jan-2000,9
19:08:00 06-Jan-2000,15.3
19:09:00 06-Jan-2000,10.8
19:10:00 06-Jan-2000,14.6
19:11:00 06-Jan-2000,15.6
19:12:00 06-Jan-2000,6.5
19:13:00 06-Jan-2000,11.8
19:14:00 06-Jan-2000,15.6
19:15:00 06-Jan-2000,14.1
19:16:00 06-Jan-2000,8.6
19:17:00 06-Jan-2000,16.2
19:18:00 06-Jan-2000,4.8
19:19:00 06-Jan-2000,24.9
19:20:00 06-Jan-2000,8.3
19:21:00 06-Jan-2000,18.2
19:22:00 06-Jan-2000,15.2
19:23:00 06-Jan-2000,8.5
19:24:00 06-Jan-2000,14.1
19:25:00 06-Jan-2000,15.3
19:26:00 06-Jan-2000,7.7
19:27:00 06-Jan-2000,11.9
19:28:00 06-Jan-2000,8.3
19:29:00 06-Jan-2000,12.6
19:30:00 06-Jan-2000,20.9
19:31:00 06-Jan-2000,8.1
19:32:00 06-Jan-2000,14.6
19:33:00 06-Jan-2000,11.7
19:34:00 06-Jan-2000,17.2
19:35:00 06-Jan-2000,11.2
19:36:00 06-Jan-2000,15.8
19:37:00 06-Jan-2000,10.6
19:38:00 06-Jan-2000,3.7
19:39:00 06-Jan-2000,9.7
19:40:00 06-Jan-2000,8.5
19:41:00 06-Jan-2000,8.9
19:42:00 06-Jan-2000,11
19:43:00 06-Jan-2000,14.3
19:44:00 06-Jan-2000,18.6
19:45:00 06-Jan-2000,19.4
19:46:00 06-Jan-2000,15.1
19:47:00 06-Jan-2000,16.9
19:48:00 06-Jan-2000,16.3
19:49:00 06-Jan-2000,11.8
19:50:00 06-Jan-2000,8.2
19:51:00 06-Jan-2000,22.1
19:52:00 06-Jan-2000,5.7
19:53:00 06-Jan-2000,2.1
19:54:00 06-Jan-2000,20.4
19:55:00 06-Jan-2000,9.5
19:56:00 06-Jan-2000,4.3
19:57:00 06-Jan-2000,16.3
19:58:00 06-Jan-2000,19.3
19:59:00 06-Jan-2000,4.6
20:00:00 06-Jan-2000,17.9
20:01:00 06-Jan-2000,17.3
20:02:00 06-Jan-2000,9
20:03:00 06-Jan-2000,16.4
20:04:00 06-Jan-2000,14
20:05:00 06-Jan-2000,11.9
20:06:00 06-Jan-2000,14
20:07:00 06-Jan-2000,16.3
20:08:00 06-Jan-2000,12.2
20:09:00 06-Jan-2000,17.9
20:10:00 06-Jan-2000,10
20:11:00 06-Jan-2000,15.4
20:12:00 06-Jan-2000,18.6
20:13:00 06-Jan-2000,8
20:14:00 06-Jan-2000,16
20:15:00 06-Jan-2000,13
20:16:00 06-Jan-2000,9.3
20:17:00 06-Jan-2000,18.5
20:18:00 06-Jan-2000,11.5
20:19:00 06-Jan-2000,11.7
20:20:00 06-Jan-2000,4.9
20:21:00 06-Jan-2000,11.5
20:22:00 06-Jan-2000,6.8
20:23:00 06-Jan-2000,13.3
20:24:00 06-Jan-2000,14.1
20:25:00 06-Jan-2000,13.6
20:26:00 06-Jan-2000,15.4
20:27:00 06-Jan-2000,8.7
20:28:00 06-Jan-2000,3.9
20:29:00 06-Jan-2000,1.1
20:30:00 06-Jan-2000,15.7
20:31:00 06-Jan-2000,9.6
20:32:00 06-Jan-2000,8
20:33:00 06-Jan-2000,15.9
20:34:00 06-Jan-2000,9.3
20:35:00 06-Jan-2000,17.3
20:36:00 06-Jan-2000,11.6
20:37:00 06-Jan-2000,6.3
20:38:00 06-Jan-2000,21
20:39:00 06-Jan-2000,14
20:40:00 06-Jan-2000,10.4
20:41:00 06-Jan-2000,15.1
20:42:00 06-Jan-2000,17.2
20:43:00 06-Jan-2000,10
20:44:00 06-Jan-2000,11.7
20:45:00 06-Jan-2000,12.3
20:46:00 06-Jan-2000,14.8
20:47:00 06-Jan-2000,17.1
20:48:00 06-Jan-2000,13.4
20:49:00 06-Jan-2000,10
20:50:00 06-Jan-2000,14
20:51:00 06-Jan-2000,9.1
20:52:00 06-Jan-2000,14.5
20:53:00 06-Jan-2000,15
20:54:00 06-Jan-2000,15.1
20:55:00 06-Jan-2000,14.6
20:56:00 06-Jan-2000,13.5
20:57:00 06-Jan-2000,18
20:58:00 06-Jan-2000,5.8
20:59:00 06-Jan-2000,18.4
21:00:00 06-Jan-2000,8.6
21:01:00 06-Jan-2000,9.5
21:02:00 06-Jan-2000,14.6
21:03:00 06-Jan-2000,11.3
21:04:00 06-Jan-2000,9.3
21:05:00 06-Jan-2000,11.4
21:06:00 06-Jan-2000,5.4
21:07:00 06-Jan-2000,11.8
21:08:00 06-Jan-2000,16.2
21:09:00 06-Jan-2000,11.9
21:10:00 06-Jan-2000,15.5
21:11:00 06-Jan-2000,12.4
21:12:00 06-Jan-2000,17
21:13:00 06-Jan-2000,19
21:14:00 06-Jan-2000,17.6
21:15:00 06-Jan-2000,9.7
21:16:00 06-Jan-2000,6.1
21:17:00 06-Jan-2000,18
21:18:00 06-Jan-2000,17
21:19:00 06-Jan-2000,16.9
21:20:00 06-Jan-2000,12
21:21:00 06-Jan-2000,9.3
21:22:00 06-Jan-2000,13.1
21:23:00 06-Jan-2000,11.7
21:24:00 06-Jan-2000,16.8
21:25:00 06-Jan-2000,7.1
21:26:00 06-Jan-2000,21.1
21:27:00 06-Jan-2000,12.5
21:28:00 06-Jan-2000,11.7
21:29:00 06-Jan-2000,12.3
21:30:00 06-Jan-2000,6.9
21:31:00 06-Jan-2000,9.2
21:32:00 06-Jan-2000,10.9
21:33:00 06-Jan-2000,13.6
21:34:00 06-Jan-2000,9.8
21:35:00 06-Jan-2000,12.7
21:36:00 06-Jan-2000,10.1
21:37:00 06-Jan-2000,13.4
21:38:00 06-Jan-2000,13.8
21:39:00 06-Jan-2000,15.7
21:40:00 06-Jan-2000,12.8
21:41:00 06-Jan-2000,13.4
21:42:00 06-Jan-2000,5.8
21:43:00 06-Jan-2000,17.1
21:44:00 06-Jan-2000,20
21:45:00 06-Jan-2000,9.4
21:46:00 06-Jan-2000,15.1
21:47:00 06-Jan-2000,16.4
21:48:00 06-Jan-2000,13.7
21:49:00 06-Jan-2000,11
21:50:00 06-Jan-2000,18.6
21:51:00 06-Jan-2000,17.8
21:52:00 06-Jan-2000,11.2
21:53:00 06-Jan-2000,8.8
21:54:00 06-Jan-2000,18.6
21:55:00 06-Jan-2000,11.2
21:56:00 06-Jan-2000,8.1
21:57:00 06-Jan-2000,8.6
21:58:00 06-Jan-2000,22
21:59:00 06-Jan-2000,12.8
22:00:00 06-Jan-2000,19.3
22:01:00 06-Jan-2000,15.9
22:02:00 06-Jan-2000,12.6
22:03:00 06-Jan-2000,15
22:04:00 06-Jan-2000,19.9
22:05:00 06-Jan-2000,9.4
22:06:00 06-Jan-2000,19.3
22:07:00 06-Jan-2000,9.1
22:08:00 06-Jan-2000,5.1
22:09:00 06-Jan-2000,8.4
22:10:00 06-Jan-2000,17.4
22:11:00 06-Jan-2000,19.4
22:12:00 06-Jan-2000,13
22:13:00 06-Jan-2000,22.4
22:14:00 06-Jan-2000,11.5
22:15:00 06-Jan-2000,16
22:16:00 06-Jan-2000,15.4
22:17:00 06-Jan-2000,14.2
22:18:00 06-Jan-2000,12
22:19:00 06-Jan-2000,6.3
22:20:00 06-Jan-2000,9.3
22:21:00 06-Jan-2000,6
22:22:00 06-Jan-2000,12.2
22:23:00 06-Jan-2000,13.1
22:24:00 06-Jan-2000,15.4
22:25:00 06-Jan-2000,10.5
22:26:00 06-Jan-2000,10.7
22:27:00 06-Jan-2000,9.1
22:28:00 06-Jan-2000,15.9
22:29:00 06-Jan-2000,14.8
22:30:00 06-Jan-2000,11.1
22:31:00 06-Jan-2000,6.5
22:32:00 06-Jan-2000,16.2
22:33:00 06-Jan-2000,11.8
22:34:00 06-Jan-2000,6.1
22:35:00 06-Jan-2000,13.5
22:36:00 06-Jan-2000,7.3
22:37:00 06-Jan-2000,15.5
22:38:00 06-Jan-2000,6.8
22:39:00 06-Jan-2000,11.7
22:40:00 06-Jan-2000,9.2
22:41:00 06-Jan-2000,18.7
22:42:00 06-Jan-2000,20.2
22:43:00 06-Jan-2000,14.3
22:44:00 06-Jan-2000,9.3
22:45:00 06-Jan-2000,2.9
22:46:00 06-Jan-2000,17.6
22:47:00 06-Jan-2000,12.2
22:48:00 06-Jan-2000,11.6
22:49:00 06-Jan-2000,15.4
22:50:00 06-Jan-2000,10.8
22:51:00 06-Jan-2000,10.7
22:52:00 06-Jan-2000,9.6
22:53:00 06-Jan-2000,15
22:54:00 06-Jan-2000,8.8
22:55:00 06-Jan-2000,10.8
22:56:00 06-Jan-2000,10.1
22:57:00 06-Jan-2000,9.8
22:58:00 06-Jan-2000,6.8
22:59:00 06-Jan-2000,13.9
23:00:00 06-Jan-2000,14.2
23:01:00 06-Jan-2000,13.9
23:02:00 06-Jan-2000,12.2
23:03:00 06-Jan-2000,6.9
23:04:00 06-Jan-2000,13.3
23:05:00 06-Jan-2000,12
23:06:00 06-Jan-2000,16
23:07:00 06-Jan-2000,14.8
23:08:00 06-Jan-2000,4.9
23:09:00 06-Jan-2000,1.7
23:10:00 06-Jan-2000,16.4
23:11:00 06-Jan-2000,15.4
23:12:00 06-Jan-2000,12.1
23:13:00 06-Jan-2000,4.5
23:14:00 06-Jan-2000,11.8
23:15:00 06-Jan-2000,15
23:16:00 06-Jan-2000,16.7
23:17:00 06-Jan-2000,15.1
23:18:00 06-Jan-2000,18.5
23:19:00 06-Jan-2000,14.3
23:20:00 06-Jan-2000,10
23:21:00 06-Jan-2000,16.4
23:22:00 06-Jan-2000,11.7
23:23:00 06-Jan-2000,14.9
23:24:00 06-Jan-2000,12.7
23:25:00 06-Jan-2000,15.6
23:26:00 06-Jan-2000,7.3
23:27:00 06-Jan-2000,16.9
23:28:00 06-Jan-2000,16.8
23:29:00 06-Jan-2000,14.5
23:30:00 06-Jan-2000,5.2
23:31:00 06-Jan-2000,13.4
23:32:00 06-Jan-2000,9.5
23:33:00 06-Jan-2000,12.8
23:34:00 06-Jan-2000,10.7
23:35:00 06-Jan-2000,8.5
23:36:00 06-Jan-2000,8.5
23:37:00 06-Jan-2000,17
23:38:00 06-Jan-2000,6
23:39:00 06-Jan-2000,14.5
23:40:00 06-Jan-2000,20
23:41:00 06-Jan-2000,16.5
23:42:00 06-Jan-2000,11.6
23:43:00 06-Jan-2000,14.1
23:44:00 06-Jan-2000,9.6
23:45:00 06-Jan-2000,16
23:46:00 06-Jan-2000,8.7
23:47:00 06-Jan-2000,10.2
23:48:00 06-Jan-2000,11.3
23:49:00 06-Jan-2000,12.4
23:50:00 06-Jan-2000,6.8
23:51:00 06-Jan-2000,17
23:52:00 06-Jan-2000,19.3
23:53:00 06-Jan-2000,6.7
23:54:00 06-Jan-2000,14.6
23:55:00 06-Jan-2000,8.1
23:56:00 06-Jan-2000,15.8
23:57:00 06-Jan-2000,4.8
23:58:00 06-Jan-2000,11.6
23:59:00 06-Jan-2000,19.7
00:00:00 07-Jan-2000,21.6
00:01:00 07-Jan-2000,13.1
00:02:00 07-Jan-2000,20.3
00:03:00 07-Jan-2000,16.9
00:04:00 07-Jan-2000,6.4
00:05:00 07-Jan-2000,12.8
00:06:00 07-Jan-2000,10.1
00:07:00 07-Jan-2000,15.1
00:08:00 07-Jan-2000,13.4
00:09:00 07-Jan-2000,3.4
00:10:00 07-Jan-2000,7.3
00:11:00 07-Jan-2000,8.9
00:12:00 07-Jan-2000,16
00:13:00 07-Jan-2000,10.9
00:14:00 07-Jan-2000,16.8
00:15:00 07-Jan-2000,14.1
00:16:00 07-Jan-2000,11.5
00:17:00 07-Jan-2000,13.7
00:18:00 07-Jan-2000,1.6
00:19:00 07-Jan-2000,16.2
00:20:00 07-Jan-2000,7.7
00:21:00 07-Jan-2000,10.5
00:22:00 07-Jan-2000,11
00:23:00 07-Jan-2000,10.8
00:24:00 07-Jan-2000,15.5
00:25:00 07-Jan-2000,19
00:26:00 07-Jan-2000,11.4
00:27:00 07-Jan-2000,12.3
00:28:00 07-Jan-2000,10.5
00:29:00 07-Jan-2000,2.2
00:30:00 07-Jan-2000,12.2
00:31:00 07-Jan-2000,10.2
00:32:00 07-Jan-2000,9.1
00:33:00 07-Jan-2000,6.8
00:34:00 07-Jan-2000,20.6
00:35:00 07-Jan-2000,8.8
00:36:00 07-Jan-2000,12.4
00:37:00 07-Jan-2000,7.1
00:38:00 07-Jan-2000,4
00:39:00 07-Jan-2000,7.5
00:40:00 07-Jan-2000,13.3
00:41:00 07-Jan-2000,6.9
00:42:00 07-Jan-2000,8.8
00:43:00 07-Jan-2000,5.4
00:44:00 07-Jan-2000,15.8
00:45:00 07-Jan-2000,13.2
00:46:00 07-Jan-2000,7.7
00:47:00 07-Jan-2000,19.5
00:48:00 07-Jan-2000,14.7
00:49:00 07-Jan-2000,10.2
00:50:00 07-Jan-2000,9.3
00:51:00 07-Jan-2000,9
00:52:00 07-Jan-2000,16.9
00:53:00 07-Jan-2000,15.3
00:54:00 07-Jan-2000,13.6
00:55:00 07-Jan-2000,14.6
00:56:00 07-Jan-2000,13
00:57:00 07-Jan-2000,12.4
00:58:00 07-Jan-2000,10.7
00:59:00 07-Jan-2000,12.6
01:00:00 07-Jan-2000,9.9
01:01:00 07-Jan-2000,11
01:02:00 07-Jan-2000,14.6
01:03:00 07-Jan-2000,8.7
01:04:00 07-Jan-2000,7.1
01:05:00 07-Jan-2000,6.3
01:06:00 07-Jan-2000,11.8
01:07:00 07-Jan-2000,10.4
01:08:00 07-Jan-2000,11.3
01:09:00 07-Jan-2000,16.2
01:10:00 07-Jan-2000,3.4
01:11:00 07-Jan-2000,9.6
01:12:00 07-Jan-2000,15.8
01:13:00 07-Jan-2000,15.4
01:14:00 07-Jan-2000,14.7
01:15:00 07-Jan-2000,13.6
01:16:00 07-Jan-2000,10.2
01:17:00 07-Jan-2000,15.5
01:18:00 07-Jan-2000,5.4
01:19:00 07-Jan-2000,11.9
01:20:00 07-Jan-2000,19.3
01:21:00 07-Jan-2000,6.9
01:22:00 07-Jan-2000,17.1
01:23:00 07-Jan-2000,16.9
01:24:00 07-Jan-2000,11.5
01:25:00 07-Jan-2000,5.9
01:26:00 07-Jan-2000,12.3
01:27:00 07-Jan-2000,16.4
01:28:00 07-Jan-2000,14.7
01:29:00 07-Jan-2000,11.3
01:30:00 07-Jan-2000,11.3
01:31:00 07-Jan-2000,17.9
01:32:00 07-Jan-2000,21.1
01:33:00 07-Jan-2000,10.4
01:34:00 07-Jan-2000,11.3
01:35:00 07-Jan-2000,15.5
01:36:00 07-Jan-2000,9.5
01:37:00 07-Jan-2000,15.7
01:38:00 07-Jan-2000,12.5
01:39:00 07-Jan-2000,13.1
01:40:00 07-Jan-2000,8.2
01:41:00 07-Jan-2000,15.2
01:42:00 07-Jan-2000,6.9
01:43:00 07-Jan-2000,12.8
01:44:00 07-Jan-2000,9.6
01:45:00 07-Jan-2000,9.2
01:46:00 07-Jan-2000,4.5
01:47:00 07-Jan-2000,21.1
01:48:00 07-Jan-2000,7.1
01:49:00 07-Jan-2000,14
01:50:00 07-Jan-2000,9
01:51:00 07-Jan-2000,11.3
01:52:00 07-Jan-2000,21.8
01:53:00 07-Jan-2000,17.5
01:54:00 07-Jan-2000,13.2
01:55:00 07-Jan-2000,11.7
01:56:00 07-Jan-2000,8
01:57:00 07-Jan-2000,5.5
01:58:00 07-Jan-2000,4.4
01:59:00 07-Jan-2000,13.8
02:00:00 07-Jan-2000,12.9
02:01:00 07-Jan-2000,12.7
02:02:00 07-Jan-2000,13.7
02:03:00 07-Jan-2000,10.6
02:04:00 07-Jan-2000,15.1
02:05:00 07-Jan-2000,11.9
02:06:00 07-Jan-2000,16
02:07:00 07-Jan-2000,14.1
02:08:00 07-Jan-2000,17.3
02:09:00 07-Jan-2000,8.9
02:10:00 07-Jan-2000,2.8
02:11:00 07-Jan-2000,12.6
02:12:00 07-Jan-2000,16.9
02:13:00 07-Jan-2000,12.2
02:14:00 07-Jan-2000,8.2
02:15:00 07-Jan-2000,15.8
02:16:00 07-Jan-2000,9.1
02:17:00 07-Jan-2000,8.5
02:18:00 07-Jan-2000,8.3
02:19:00 07-Jan-2000,7.5
02:20:00 07-Jan-2000,2.8
02:21:00 07-Jan-2000,6.4
02:22:00 07-Jan-2000,12.9
02:23:00 07-Jan-2000,14.5
02:24:00 07-Jan-2000,8.3
02:25:00 07-Jan-2000,17.4
02:26:00 07-Jan-2000,12.8
02:27:00 07-Jan-2000,9
02:28:00 07-Jan-2000,13.7
02:29:00 07-Jan-2000,5.6
02:30:00 07-Jan-2000,12.7
02:31:00 07-Jan-2000,9.6
02:32:00 07-Jan-2000,14.6
02:33:00 07-Jan-2000,10.5
02:34:00 07-Jan-2000,12.6
02:35:00 07-Jan-2000,11.8
02:36:00 07-Jan-2000,6.3
02:37:00 07-Jan-2000,9.4
02:38:00 07-Jan-2000,12.6
02:39:00 07-Jan-2000,8.8
02:40:00 07-Jan-2000,7.3
02:41:00 07-Jan-2000,5.4
02:42:00 07-Jan-2000,11.4
02:43:00 07-Jan-2000,13.3
02:44:00 07-Jan-2000,6.7
02:45:00 07-Jan-2000,1.8
02:46:00 07-Jan-2000,11.6
02:47:00 07-Jan-2000,12.7
02:48:00 07-Jan-2000,11
02:49:00 07-Jan-2000,20.6
02:50:00 07-Jan-2000,7
02:51:00 07-Jan-2000,13.9
02:52:00 07-Jan-2000,17.3
02:53:00 07-Jan-2000,12.9
02:54:00 07-Jan-2000,7
02:55:00 07-Jan-2000,14.3
02:56:00 07-Jan-2000,16.5
02:57:00 07-Jan-2000,10.9
02:58:00 07-Jan-2000,14.6
02:59:00 07-Jan-2000,6.9
03:00:00 07-Jan-2000,13.7
03:01:00 07-Jan-2000,21.3
03:02:00 07-Jan-2000,17.7
03:03:00 07-Jan-2000,16.6
03:04:00 07-Jan-2000,10.5
03:05:00 07-Jan-2000,13.2
03:06:00 07-Jan-2000,10.2
03:07:00 07-Jan-2000,9.7
03:08:00 07-Jan-2000,12.7
03:09:00 07-Jan-2000,12.1
03:10:00 07-Jan-2000,13.7
03:11:00 07-Jan-2000,12
03:12:00 07-Jan-2000,13.1
03:13:00 07-Jan-2000,16.4
03:14:00 07-Jan-2000,16.1
03:15:00 07-Jan-2000,13.2
03:16:00 07-Jan-2000,11.3
03:17:00 07-Jan-2000,15.3
03:18:00 07-Jan-2000,3.1
03:19:00 07-Jan-2000,3.5
03:20:00 07-Jan-2000,16.1
03:21:00 07-Jan-2000,5.6
03:22:00 07-Jan-2000,18.7
03:23:00 07-Jan-2000,19.7
03:24:00 07-Jan-2000,11.1
03:25:00 07-Jan-2000,7.5
03:26:00 07-Jan-2000,9
03:27:00 07-Jan-2000,7.6
03:28:00 07-Jan-2000,10.3
03:29:00 07-Jan-2000,14.4
03:30:00 07-Jan-2000,11.7
03:31:00 07-Jan-2000,10
03:32:00 07-Jan-2000,13.2
03:33:00 07-Jan-2000,16.5
03:34:00 07-Jan-2000,12.9
03:35:00 07-Jan-2000,12.1
03:36:00 07-Jan-2000,13.1
03:37:00 07-Jan-2000,20.6
03:38:00 07-Jan-2000,7.8
03:39:00 07-Jan-2000,14.3
03:40:00 07-Jan-2000,8.8
03:41:00 07-Jan-2000,15.6
03:42:00 07-Jan-2000,3.7
03:43:00 07-Jan-2000,11.5
03:44:00 07-Jan-2000,3
03:45:00 07-Jan-2000,17.9
03:46:00 07-Jan-2000,13.3
03:47:00 07-Jan-2000,12.2
03:48:00 07-Jan-2000,11.5
03:49:00 07-Jan-2000,19.7
03:50:00 07-Jan-2000,12
03:51:00 07-Jan-2000,15.6
03:52:00 07-Jan-2000,10.7
03:53:00 07-Jan-2000,13.6
03:54:00 07-Jan-2000,15.5
03:55:00 07-Jan-2000,13.9
03:56:00 07-Jan-2000,13.5
03:57:00 07-Jan-2000,10
03:58:00 07-Jan-2000,10.9
03:59:00 07-Jan-2000,8.1
04:00:00 07-Jan-2000,7.6
04:01:00 07-Jan-2000,17.6
04:02:00 07-Jan-2000,15.2
04:03:00 07-Jan-2000,24.9
04:04:00 07-Jan-2000,7.5
04:05:00 07-Jan-2000,4.4
04:06:00 07-Jan-2000,11.1
04:07:00 07-Jan-2000,6
04:08:00 07-Jan-2000,11.6
04:09:00 07-Jan-2000,12.9
04:10:00 07-Jan-2000,7.9
04:11:00 07-Jan-2000,7.5
04:12:00 07-Jan-2000,11.2
04:13:00 07-Jan-2000,6.6
04:14:00 07-Jan-2000,13.9
04:15:00 07-Jan-2000,13.9
04:16:00 07-Jan-2000,13.7
04:17:00 07-Jan-2000,20.7
04:18:00 07-Jan-2000,18.1
04:19:00 07-Jan-2000,14.8
04:20:00 07-Jan-2000,9.2
04:21:00 07-Jan-2000,13.3
04:22:00 07-Jan-2000,11.3
04:23:00 07-Jan-2000,18.7
04:24:00 07-Jan-2000,22.9
04:25:00 07-Jan-2000,10.5
04:26:00 07-Jan-2000,13.5
04:27:00 07-Jan-2000,8.7
04:28:00 07-Jan-2000,9.6
04:29:00 07-Jan-2000,11
04:30:00 07-Jan-2000,9.9
04:31:00 07-Jan-2000,15.4
04:32:00 07-Jan-2000,16.8
04:33:00 07-Jan-2000,7.1
04:34:00 07-Jan-2000,18
04:35:00 07-Jan-2000,8.9
04:36:00 07-Jan-2000,13.3
04:37:00 07-Jan-2000,9.4
04:38:00 07-Jan-2000,6.4
04:39:00 07-Jan-2000,15.1
04:40:00 07-Jan-2000,12.2
04:41:00 07-Jan-2000,14.9
04:42:00 07-Jan-2000,16.6
04:43:00 07-Jan-2000,11.5
04:44:00 07-Jan-2000,14.2
04:45:00 07-Jan-2000,8.8
04:46:00 07-Jan-2000,12.5
04:47:00 07-Jan-2000,14.9
04:48:00 07-Jan-2000,14.7
04:49:00 07-Jan-2000,17.5
04:50:00 07-Jan-2000,15.4
04:51:00 07-Jan-2000,17.8
04:52:00 07-Jan-2000,15.8
04:53:00 07-Jan-2000,14.1
04:54:00 07-Jan-2000,8
04:55:00 07-Jan-2000,8.2
04:56:00 07-Jan-2000,0.2
04:57:00 07-Jan-2000,17.9
04:58:00 07-Jan-2000,12.9
04:59:00 07-Jan-2000,11.4
05:00:00 07-Jan-2000,9.2
